Externe Nr;Kurzname;X-Koordinate;Y-Koordinate;Z-Koordinate;Langname;Übersetzung
240952;LSNA;11,743644320;52,885831860;;Seehausen (Altm);
230060;LSP;11,991964840;51,389032790;;Schkopau;
231134;LWWZ;11,920911130;51,581769470;;Wallwitz(Saalkr);
234815;LWZ;12,738965310;51,364431720;;Wurzen;
236117;LWZE;12,012711170;51,008333250;;Wetterzeube;
234807;LWZW;12,709124530;51,356033660;;Bennewitz;
236091;LZ;12,131546090;51,056704160;;Zeitz;
910337;LZ  G;12,151479721;51,078225079;;Zeitz Gbf;
231381;LZA;12,781108580;51,920014640;;Zahna;
236026;LZAU;12,247830033;51,180941997;;Zauschwitz;
230441;LZBN;11,865127350;51,467628140;;Zscherben;
231266;LZBR;12,033496380;51,504550830;;Zöberitz;
101387;LZD;13,066959500;51,894138910;;Zellendorf;
241158;LZE;12,088979460;51,953888890;;Zerbst/Anhalt;
231407;LZGL;12,731471770;51,882923500;;Zörnigall;
240796;LZI;11,680053280;52,295857880;;Zielitz;
909604;LZI Z;11,706962585;52,313568671;;Zielitz Stw B2;
608869;LZIO;11,676272250;52,288234780;;Zielitz Ort;
231084;LZO;11,970249350;51,503692080;;Zoo;
231738;LZS;12,361482070;51,483282890;;Zschortau;
909606;LZZN;12,154738950;51,077288380;;Zeitz Abzw Zn;
21402;MA;10,885672200;48,365280430;;Augsburg Hbf;
909594;MA  B;;;;Augsb Hbf/Bbf S;
909597;MA  M;;;;Augsb Rbf Mitte;
909599;MA  N;;;;Augsb Rbf Nord;
909600;MA  S;;;;Augsburg Rbf Süd;
338988;MAAU;10,097977410;48,237762530;;Au (Illertissen);
263236;MABG;11,846637750;48,819458460;;Abensberg;
361618;MABI;;;;Bayernwerk/b Ing;
361626;MABO;11,365828514;48,293415632;;Oberbachern;
361634;MABY;11,874455190;48,210725900;;Bayernw/M Schwab;
204032;MAD;11,211439820;48,840760180;;Adelschlag;
230649;LSRU;;;;Schraplau;
240853;LSS;11,836609600;52,606453030;;Stendal-Stadtsee;
230383;LSST;11,780433655;51,388092898;;Schafstädt;
231241;LSTF;12,066797370;51,615938740;;Stumsdorf;
236463;LSTG;12,291769690;51,319140940;;Allee Center;
241638;LSTK;10,984611511;51,904777833;;Ströbeck;
344945;LSTL;11,958703995;52,599633026;;Staffelde;
230789;LSUE;11,950786390;51,447960050;;Südstadt;
911570;LSUEA;11,930465698;51,451252362;;Südstadt Bft Sa;
245662;LSV;11,873817444;52,595358000;;Stendal Vorbf;
330969;LSVS;12,344852900;51,372777020;;Lpz Slevogtstr;
245852;LSW;11,160993576;52,858390645;;Salzwedel;
910344;LSW G;11,175026894;52,856188092;;Salzwedel Gbf;
232363;LSX;13,279466629;51,504254907;;Saxdorf;
236687;LT;12,106986310;51,090557440;;Theißen;
234435;LTC;12,485690260;51,379475300;;Taucha (b Lpz);
231126;LTE;11,959072340;51,554300690;;Teicha;
234096;LTG;12,991106680;51,562951840;;Torgau;
909612;LTG E;13,005409241;51,566987073;;Torgau (Et);
240838;LTH;11,811236030;52,436560350;;Tangerhütte;
241612;LTL;11,031732559;51,746242959;;Thale Hbf;
646042;LTLM;11,046157940;51,751388690;;Thale Musestieg;
245696;LTM;11,969432831;52,545617152;;Tangermünde;
604801;LTMW;11,960520220;52,547516260;;Tangermünde West;
314278;LTN;11,796699980;51,932465150;;Tornitz;
108140;LTNG;11,800947189;51,935137249;;Tornitz DB-Gr;
235275;LTNH;12,679588330;51,089858610;;Tautenhain;
240960;LTNZ;12,028999329;51,977954880;;Trebnitz Strw;
243998;LTRB;11,763123640;51,705036750;;Trebitz(b Könn);
235622;LTRL;12,440884760;51,046903810;;Treben-Lehma;
230466;LTT;11,786015630;51,464814220;;Teutschenthal;
230458;LTTO;11,820177760;51,465735530;;Teutschenth Ost;
234120;LUEB;13,296533710;51,585399240;;Uebigau;
361485;LUM;12,250356674;51,186733979;;Großdalzig Umspw;
240598;LUS;11,592289320;52,543662170;;Uchtspringe;
240457;LVA;11,499819920;52,252422260;;Vahldorf;
240606;LVG;11,671983900;52,569167650;;Vinzelberg;
244095;LVT;;;;Vatterode;
40881;LVTT;;;;Vatteröder Teich;
230474;LWAN;11,746699590;51,462425050;;Wansleben am See;
236620;LWBU;12,066571980;51,179334360;;Webau;
244830;LWD;10,788744170;51,840208700;;Wernigerode;
244848;LWDE;10,769245300;51,838792700;;Wernig Elmowerk;
241562;LWEG;11,168049030;51,872983890;;Wegeleben;
232538;LWET;12,641384570;51,863738250;;Lu Wittenb Altst;
240358;LWF;11,155233910;52,176906970;;Wefensleben;
231233;LWG;12,029065250;51,669488720;;Weißandt-Gölzau;
241117;LWH;11,789080060;52,109155160;;Wahlitz;
234583;LWI;12,367879940;51,389115470;;Wiederitzsch;
244145;LWIP;;;;Wippra;
841916;MADF;12,445014760;48,642125060;;BMW Dynamikzentr;
893651;MADS;12,469601530;48,642371610;;PA Scholz;
339028;MAES;;;;Eschach/Weißenh;
206169;MAFB;11,520130910;48,141048690;;Mü Friedenhei Br;
200766;MAFE;11,894165030;48,274125120;;Aufhausen;
339945;MAFU;10,679377290;47,579013530;;Stadt Füssen;
339101;MAFW;11,845641520;47,898747180;;Feldkirchen-West;
201970;MAG;11,993491240;47,989591450;;Aßling/Obb;
204743;MAGB;11,799816320;48,453749830;;Anglberg;
202846;MAGD;11,824424640;47,765696320;;Agatharied;
620872;MAGM;10,886082600;48,338684420;;Augsburg Messe;
21428;MAHA;10,900866960;48,355376670;;Augsb Haunst str;
21451;MAHB;11,061355900;48,236979140;;Althegnenberg;
20545;MAHI;10,858838940;48,398035570;;Augsb Hirbl Str;
21972;MAHL;10,906859270;47,808826900;;Haindl/Schongau;
264465;MAHN;12,256373140;48,606010450;;Ahrain;
361675;MAHU;11,743730060;48,155317850;;Hauslad-Ba/Feldk;
20727;MAHZ;10,945319910;48,353040730;;Augsb-Hochzoll;
911629;MAHZF;;;;Augsb-Hochz Abzw;
911628;MAHZH;10,942614230;48,352872130;;Augsb-Hochz Hp;
21352;MAI;11,122744960;48,461140860;;Aichach;
263723;MAIC;12,398064290;48,417565050;;Aich/Nbay;
361691;MAIE;11,577743750;48,734841340;;Isar-Amperw/Egad;
201087;MAIN;12,964567070;47,815086880;;Ainring;
23036;MAIT;10,545460540;47,818960170;;Aitrang;
265249;MAK;13,021416480;48,434696240;;Anzenkirchen;
332429;MAKD;10,506571240;48,059052900;;Kleiner/Mindelh;
361709;MAKI;12,304813210;48,618455730;;Kernkraftw Isar;
206045;MAKN;11,489253044;48,147133226;;München Kanal;
361717;MAKR;12,632287430;47,887090190;;Bad Empfing Kr;
206011;MALD;12,159817090;47,851310900;;Landl (Obb) Abzw;
22194;MALH;10,383635400;48,201282490;;Aletshausen;
206029;MALI;9,685459720;47,557455670;;Li-Aeschach Abzw;
206052;MALS;11,505128010;48,144876520;;Mü Landsbger Str;
205294;MALT;11,017374930;47,648358260;;Altenau (Bay);
21709;MAMS;10,893070550;48,355076240;;Augsb Morellstr;
204651;MAMT;11,255184480;48,384940500;;Altomünster;
204610;MANB;11,343359720;48,341099800;;Arnbach;
223040;NNP;11,551694280;49,626658520;;Neuhaus(Pegnitz);
151043;KFO;6,821949770;51,225990260;;Fortuna;
151167;KFOS;6,503044476;51,303220020;;Forsthaus;
152793;KFRI;6,566507902;51,045706080;;Frimmersdorf;
656405;WNRW;12,794258650;52,926457300;;Neuruppin West;
273078;WNS;12,450873940;52,852637620;;Neustadt (Dosse);
913330;WNS G;12,463100000;52,844480000;;Neustadt/D Gbf;
898056;WNSG;12,443046570;52,858610894;;Neust (Ds) DB-Gr;
281212;WNT;13,074511900;53,359238630;;Neustrelitz Hbf;
282426;WNW;13,928960450;52,830704100;;Niederfinow;
270298;WNWO;12,500901200;53,759963300;;Neu Wokern;
108629;WNZG;13,057057550;53,339078440;;Neustrelitz Gr;
284166;WOE;13,573199480;53,518000130;;Oertzenhof;
284034;WP;13,989543915;53,515664567;;Pasewalk;
271254;WPA;11,979109150;54,081248880;;Parkentin;
273037;WPAU;12,713204210;52,675883980;;Paulinenaue;
108678;WPAUO;12,741637060;52,664764450;;Paulinenaue Ost;
271833;WPB;11,850384700;53,070669330;;Perleberg;
283580;WPE;14,252225090;53,239890110;;Petershagen (Um);
270876;WPF;12,137329720;54,036583580;;Papendorf Hp;
270256;WPI;12,223001370;53,795992130;;Priemerbg-NUP Gü;
898072;WPIG;12,227611542;53,795556041;;Priemerbg DB-Gr;
283473;WPIN;14,089340560;53,065442370;;Pinnow;
283325;WPL;13,866462350;53,321606750;;Prenzlau;
274605;WPLM;11,506941510;53,553193320;;Plate (Meckl);
274332;WPM;11,831239270;53,430393280;;Parchim;
109381;WPMG;11,842060089;53,435910949;;Parchim DB-Gr;
284059;WPO;14,009628296;53,509437817;;Pasewalk Ost;
270868;WPOE;12,121217120;54,011004770;;Pölchow;
107472;WPOU;14,054260254;53,509233646;;Pasew O Umsp;
271536;WPR;12,184545430;53,145733750;;Pritzwalk;
285601;WPRA;13,564025380;54,444979270;;Prora;
285619;WPRO;13,575314910;54,429032070;;Prora Ost;
273326;WPRZ;11,083542240;53,364969530;;Pritzier;
283549;WPS;14,101321650;53,148722750;;Passow (Uckerm);
861559;WPSG;;;;Passow DB-Grenze;
270140;WPSW;11,286083260;53,837075290;;Plüschow;
109392;WPUG;13,480997086;54,358381839;;Putbus DB-Gr;
270553;WPZ;12,338161469;53,840905730;;Plaaz;
891267;WPZA;12,334942818;53,836664195;;Plaaz       Abzw;
104025;WQF;13,105144501;53,234554146;;Fürstenbg(H) LGr;
103964;WQHB;10,747375488;53,838348199;;Herrnburg MV/SH;
104027;WQKW;11,656170000;53,239910000;;Kl Warnow LGr;
104022;WQNL;13,932209015;53,480537810;;Nechlin BB/MV;
104028;WQSA;10,650005937;53,460143418;;Schwanhde LGr;
270892;WR;12,131491910;54,078406410;;Rostock Hbf;
273706;WRA;11,050271988;53,773801189;;Rehna;
281394;WRAK;13,045774360;54,048036630;;Rakow;
84905;KPK;7,135885770;50,907199300;;Porz-Königsforst;
250803;KPL;7,393627792;50,395219440;;Plaidt;
155689;KPR;7,065969365;50,880097960;;Porz (Rhein);
319723;KPRH;7,065237700;50,881915670;;Porz (Rhein) Hp;
114124;FZK;8,994254404;49,720417220;;Bad König-Zell;
53777;FZM;9,225231308;51,008074160;;Zimmersrode;
56127;FZR;9,199793934;50,727310180;;Zell-Romrod;
113035;FZW;8,608972376;49,725610680;;Zwingenbg/Bergst;
133181;HA;8,942780860;51,766677500;;Altenbeken;
909961;HAAK;8,951847029;51,762922580;;Altenbeken/Kurve;
240291;LWL;11,433412950;52,135857500;;Wellen;
240788;LWLS;11,635590770;52,250326460;;Wolmirstedt;
231076;LWN;11,964747180;51,517252880;;Wohnstadt Nord;
232546;LWND;12,694389880;51,871427060;;Lu Wb-Labetz;
231670;LWO;12,279509070;51,661149480;;Wolfen (Kr Bitt);
230540;LWOR;11,508730640;51,512225220;;Wolferode;
232512;LWP;12,608185250;51,870678460;;Lu Wb-Piesteritz;
232496;LWPW;12,577031190;51,874120630;;Lu Wb-Pieste Wbf;
240499;LWST;11,208942490;52,387028520;;Wegenstedt;
242248;LWT;11,819057465;51,943920973;;Werkleitz;
108138;LWTG;11,818628311;51,944026791;;Werkleitz DB-Gr;
241364;LWU;11,921873170;51,818926390;;Wulfen (Anhalt);
910204;NM  W;;;;Miltenberg West;
264986;NMAH;11,989206570;48,960776020;;Matting Ausweich;
225201;NMB;10,425467870;49,646085450;;Markt Bibart;
260281;NMBG;11,790726880;50,189073910;;Münchberg;
220772;NMDF;10,834620740;50,038260060;;Manndorf;
224337;NME;10,306705620;50,424459360;;Mellrichstadt Bf;
228171;NMEE;10,907267520;50,315184540;;Meeder;
225227;NMEI;10,283167900;49,684881440;;Markt Einersheim;
224956;NMER;10,658225680;49,492806380;;Markt Erlbach;
263921;NMG;12,220831640;48,949827980;;Mangolding;
197426;SSCP;7,687409096;49,359290890;;Schopp;
254664;SSD;7,057110369;49,243983860;;Scheidt (Saar);
255000;SSDM;6,962368907;49,237575810;;Saardamm;
251371;SSE;6,823520975;49,906914950;;Sehlem(Wittlich);
253559;SSER;6,569895827;49,577151740;;Serrig;
253914;SSH;6,991083916;49,241575870;;Saarbrücken Hbf;
909679;SSH G;;;;Saarbr. Hbf Srg;
911832;SSH O;;;;Saarbr. Hbf So;
912336;SSH R;;;;Saarbrücken W603;
912335;SSH S;;;;Saarbrücken W604;
912337;SSH W;;;;Saarbrücken W600;
913663;SSHI;6,945173792;49,243628260;;Burbach Mitte;
105161;YLHBL;11,037826538;52,211551290;;RB-Gr km 14,850;
105162;YLHIB;;;;RB-Gr km 23,220;
105164;YLHOV;10,964143310;52,436125170;;RB-Gr km 168,938;
105165;YLHOW;10,964130800;52,436016770;;RB-Gr km 0,611;
105166;YLHSN;10,807488850;52,868524030;;RB-Gr km 82,631;
911703;YLLAL;;;;Leuna Strw;
911699;YLLCI;12,965326309;50,862432815;;Chemn-Hilb Strw;
911700;YLLEW;13,510093689;51,444913595;;Elsterwerda Strw;
911701;YLLHC;14,022674561;51,433785192;;Hosena Strw;
912395;YLLWI;12,342603207;51,382709605;;Wiederitzs Strw;
105168;YLMEC;;;;RB-Gr km 114,228;
105170;YLMGS;11,952352524;50,403936125;;RB-Gr km 151,699;
105171;YLMMR;10,360794067;50,445631092;;RB-Gr km 57,690;
912388;YLMPF;11,395311356;50,517952997;;Probstzella Strw;
911813;YMMBM;9,755786150;49,497015300;;6,1/60,3 Bad MGH;
912394;YMMOL;11,383604860;48,207862360;;km 3,6/6,8 (MOL);
105172;YMTBC;10,453766740;48,854441070;;RB-Gr km 107,785;
105173;YMTFR;9,606182760;47,586440280;;RB-Gr km 15,045;
912319;YRRHH;8,403616980;49,226393110;;Rheinsh4132/3450;
912326;YTTSE;9,013934150;48,956750670;;StrWe 4800/4842;
19375;YMLRT;11,027650237;50,361153837;;YMLRT;
19486;LLES;12,397090000;51,376070000;;Leipzig Essener Straße;
18486;UIW;10,996112822;50,683026908;;Ilmenau-Wolfsberg;
17486;UMA;10,992239717;50,540401561;;Massetal;
16486;NQRT;11,027564403;50,361023795;;Rödental BY/TH;
15486;NESE;11,010553833;50,293633574;;Esbacher See Abzw;
14486;NRTB;11,018943783;50,267885841;;Rödental Bbf;
13486;NWBF;11,003097295;50,207525888;;Weißenbrunn am Forst;
100271;EKAM;7,661010957;51,585168180;;Kamen;
211904;EKAN;7,654514213;51,928572110;;Kanal/Münster;
102343;EKG;6,953611546;51,363282690;;Kettwig;
102954;EKGS;6,938812789;51,356500870;;Kettwig Stausee;
82610;EKHU;8,078153903;51,086181200;;Kirchhundem;
196378;EKIR;7,880203279;50,806796870;;Kirchen;
338772;EKKR;6,941793940;51,502346940;;Klöckn Rohstoffh;
82248;EKLU;7,850990652;51,384379300;;Klusenstein;
338780;EKM;7,780059450;51,448283600;;KM Europa Metall;
103341;EKME;7,612582811;51,567224430;;Kamen-Methler;
82297;EKNT;7,815685948;51,293563000;;Küntrop;
105304;EKOL;6,835701270;51,460379510;;Kolkmannshof;
86165;EKRD;8,042764616;50,963267780;;Kredenbach;
83410;EKRG;7,873557101;51,109042590;;Kraghammer;
105296;EKRN;7,517657160;51,532142580;;Körne;
83873;EKRU;7,755631605;51,080125580;;Krummenerl;
195842;EKSO;7,935063481;50,776385580;;Königsstollen;
339572;EKSP;8,977770560;51,826520810;;Kronospan;
82560;EKT;7,991824451;50,956026990;;Kreuztal;
908755;EKT G;;;;Kreuztal Gbf;
214882;EKUE;8,382658990;52,037525380;;Künsebeck;
210203;EKV;7,860275965;52,113251830;;Kattenvenne;
134635;ELAG;8,801266992;51,991666150;;Lage (Lippe);
81612;ELBG;7,122185645;51,354457360;;Velb-Langenberg;
211375;ELBK;7,025492155;51,751146050;;Lembeck;
909951;ELDD;7,384063170;51,507363500;;Lütgendortmund;
211136;ELDH;7,431585072;51,761899620;;Lüdinghausen;
82909;ELE;7,618030616;51,362719460;;Letmathe;
217208;ELEC;7,638656880;51,917697630;;Lechtenberg;
260570;NMH;12,013154440;50,130796590;;Marktleuthen;
225649;NMHW;10,046254660;49,960281000;;Mühlhausen(Wern);
220541;NMI;11,116219430;50,155033090;;Michelau(Oberfr);
225581;NMIK;9,767977803;50,116698240;;Michelaubrück;
223545;NMIM;11,274391420;49,352828970;;Mimberg;
224295;NMKU;11,428321230;50,100314030;;Kulmbach Müll;
220186;NML;11,379932820;50,099664990;;Mainleus;
262600;NMLT;12,768319570;49,163992300;;Miltach;
260489;NMLZ;11,950410780;50,215256260;;Martinlamitz;
225243;NMM;10,208398100;49,702679720;;Mainbernheim;
228239;NMOE;11,058434570;50,302730700;;Mönchröden;
228668;NMOF;11,469439900;50,113522460;;Kulmbach Mönchs;
229005;NMOT;9,654542871;50,273330420;;Mottgers;
225573;NMOU;9,798800925;50,117111250;;Morlesau;
260711;NMR;12,082359210;50,004430350;;Marktredwitz;
220194;NMRH;11,319236730;50,120742490;;Mainroth;
227488;NMS;10,720469250;49,154366390;;Muhr am See;
220053;NMSG;11,653511700;50,090806990;;Marktschorgast;
263038;NMSM;11,766570450;49,121297600;;Mausheim;
225979;NMSN;9,623334790;50,191353070;;Mittelsinn;
224014;NMST;11,007757680;49,151156730;;Mühlstetten;
226886;NMT;10,145895040;49,663860700;;Marktbreit;
229047;NMUB;9,675584340;50,041859800;;Mühlberg;
224618;NMUE;10,188733620;50,250015420;;Münnerstadt;
260190;NMX;11,686570280;50,354978960;;Marxgrün;
262717;NMXH;12,107743790;49,198185970;;Maxhütte-Haidhof;
225003;NNA;10,588170500;49,576902250;;Neust/Aisch Bf;
261719;NNAB;12,180688960;49,447153840;;Nabburg;
262469;NNAE;12,436520170;49,239816960;;Neubäu;
850719;NNAM;10,609723740;49,574294760;;Neustadt/A Mitte;
228981;NNAN;9,634940580;50,027852630;;Nantenbach;
229088;NNB;9,863073250;49,831334970;;Neuberg;
222075;NND;11,123037890;49,434317660;;Nür-Dutzendteich;
221903;NNDO;11,019832030;49,459945810;;Nürnberg-Doos;
227249;NNDU;10,782406380;49,282626300;;Neuendettelsau;
220061;NNE;11,580702270;50,093925350;;Neuenm-Wirsberg;
910312;NNE O;11,595059870;50,089116090;;Neuenm-Wbg Ost;
910313;NNE S;11,590528000;50,084416090;;Neuenm-Wbg Süd;
107491;NNEG;;;;Nür Hafen DB-Gr;
222505;NNEH;;;;Nürnberg Hafen;
223719;NNEI;11,048106220;49,410122360;;Nürnberg-Eibach;
223222;NNER;11,136855450;49,471987340;;Nür-Erlenstegen;
59741;NNES;11,047938370;49,410145300;;Nür-Eibach    SB;
300442;NNET;11,051063780;49,416476380;;Eibach Üst;
220467;NNEU;11,306838180;50,217136280;;Neuses(Kronach);
221960;NNG;11,049269150;49,447899370;;Nürnberg Hgbf;
164749;URD;11,286691340;51,342398210;;Reinsdorf (b Ar);
221986;NNGR;11,018590880;49,446854990;;Nür Großmarkt;
222950;NNHC;11,610496240;49,885626940;;Neuenreuth/Creu;
260133;NNIL;11,712183090;50,329633160;;Naila;
262436;NNIT;12,291750470;49,222485840;;Nittenau;
223123;NNKS;11,322066130;49,520354560;;Neunkir a Sand;
223339;NNLH;11,168614220;49,462943720;;Nür-Laufamholz;
222141;NNLW;11,135100810;49,409590780;;Nür-Langwasser;
222083;NNMO;11,133774320;49,459152870;;Nür-Mögeldorf;
332999;NNMU;11,026565240;49,461514740;;Muggenhof Strw;
222091;NNO;11,120711670;49,463750190;;Nürnberg Ost;
225888;NNOS;11,120062920;49,454143800;;Nürnberg Ostring;
6;AA2;;;;Hamburg Altona - Workshop;
631846;SMZM;6,635330285;49,443641960;;Merzig(S)Stadtm;
340356;SMZS;6,62791206;49,45908333;;Industriegelände;
252932;SNAB;7,146104402;49,524424650;;Namborn;
252866;SNBR;7,172925550;49,606221470;;Neubrücke (Nahe);
252981;SNDL;7,160466437;49,432217630;;Niederlinxweiler;
197228;SNDM;7,471531755;49,458432280;;Niedermohr;
251942;SNE;6,375831372;49,538726440;;Nennig;
911576;SNEC;6,374805710;49,532209060;;Nennig CSL;
251090;SNF;7,139247667;50,090690490;;Neef;
251900;SNI;6,441024073;49,654506630;;Nittel;
253427;SNID;6,594071197;49,343421870;;Niedaltdorf;
254466;SNK;7,176418496;49,353654200;;Neunkir (S) Hbf;
340380;SNKE;7,229936260;49,348919340;;Neunk Bauknecht;
340406;SNKG;7,152522150;49,352888260;;Neunk Hermine;
254540;SNKW;7,226892774;49,349479180;;Neunk(S)-Wellesw;
252874;SNO;7,139485139;49,585645500;;Nohfelden;
252833;SNON;7,242028183;49,639240190;;Nohen;
252650;SNOR;7,811466535;49,808628890;;Norheim;
197210;SOBM;7,501105997;49,456280200;;Obermohr;
251876;SOG;6,512584316;49,710234410;;Oberbillig;
250357;SOH;6,638395951;50,282850550;;Oberb-Hillesheim;
252999;SOTW;7,166266472;49,402307240;;Ottweiler (Saar);
197244;SOU;7,652967821;49,538008470;;Olsbrücken;
252973;SOW;7,150037217;49,449644700;;Oberlinxweiler;
251124;SPDR;7,113160000;50,038316660;;Pünderich DB;
251967;SPE;6,369306716;49,473157500;;Perl;
251793;SPF;6,682636714;49,780740650;;Pfalzel;
251587;SPI;6,625779939;49,953420240;;Philippsheim;
251058;SPOM;7,269836733;50,169295970;;Pommern (Mosel);
197756;SPS;7,598048329;49,206822850;;Pirmasens Hbf;
197285;SPSN;7,604328125;49,259227780;;Pirmasens Nord;
251934;SPZ;6,370975795;49,565497970;;Palzem;
104105;SQBU;;;;Bruchmühlb-M LGr;
251413;SQI;6,704650693;49,826019180;;Quint;
104111;SQNB;;;;Neubrücke LGr;
104100;SQPZ;;;;Palzem RP/SL;
254342;SQS;7,059306985;49,324867610;;Quierschied;
104104;SQSL;;;;Saarhölzbach LGr;
104109;SQZW;;;;Zweibrücken LGr;
861369;SRAM;7,548369253;49,456380150;;Miesenbach;
197293;SRAS;7,556577627;49,448908910;;Ramstein;
107237;SRAW;7,554523060;49,435544080;;Westrich;
192617;SRC;7,817282282;49,628177940;;Rockenhausen;
197301;SRCH;7,444090551;49,542157930;;Rammelsbach;
377028;SRCS;7,447640030;49,544169490;;Rammelsb Steinbr;
254656;SRE;7,079191000;49,259773320;;Rentrisch;
251157;SREI;7,112960014;50,025147100;;Reil DB;
197350;SRI;7,507271852;49,244559520;;Rieschweiler;
254631;SRO;7,156993221;49,276811880;;Rohrbach (Saar);
197384;SROA;7,631715949;49,239223690;;Rodalben;
197400;SROB;7,623250708;49,572181400;;Roßbach (Pfalz);
197327;SRW;7,440546498;49,485243840;;Rehweiler;
197319;SRWH;7,609142812;49,607217420;;Reckweilerhof;
253567;SSAB;6,556916683;49,606210580;;Saarburg(Trier);
253856;SSB;6,956607052;49,242076510;;Sbr-Burbach;
316042;SSBA;6,970571780;49,242881600;;Üst Saarbahn;
253401;SSBG;6,665363338;49,361758730;;Siersburg;
284463;WHP;14,076180260;53,706328140;;Hoppenwalde;
270850;WHU;12,116051440;53,984576380;;Huckstorf;
273292;WJAS;11,374637360;53,386203090;;Jasnitz;
284372;WJER;13,258835960;54,164520360;;Jeeser;
107612;URDN;11,602616860;51,297772700;;Reinsdorf (b Nb);
164384;URGS;10,958031830;51,104079700;;Ringlebe-Gebesee;
161422;URH;10,432397050;50,455162230;;Rentwertshausen;
161398;URI;10,429405300;50,512779850;;Ritschenhausen;
164830;URIE;11,379895570;51,483999710;;Riestedt;
167254;URM;12,157843610;50,575131440;;Rentzschmühle;
160705;URN;10,562726550;50,863517860;;Reinhardsb-Fried;
161943;UROH;10,516345360;50,571597440;;Rohr (Thür);
165027;UROS;11,065868110;51,462996660;;Roßla;
163220;UROT;11,609144280;50,850950420;;Rothenstein (S);
162198;URR;10,653261130;50,460153130;;Reurieth;
163303;URS;11,328097180;50,689739840;;Rudolst-Schwarza;
162883;URTB;11,169859450;50,689418920;;Rottenbach;
734103;URTG;11,162109375;50,685419708;;Rottenbach DB-Gr;
165092;URTS;10,955649220;51,508852340;;Rottleberode Süd;
163329;US;11,374626160;50,650038714;;Saalfeld (Saale);
160994;USAE;10,480347370;50,945921450;;Sättelstädt;
733592;USAP;11,369647980;50,661703856;;Propangasanlage;
160507;USB;10,793437780;50,929122450;;Seebergen;
162966;USCG;11,181043510;50,642792960;;Schwarzburg;
168302;USCH;11,596412659;50,834971551;;Schöps;
165837;USCS;10,585468530;51,120855900;;Schönstedt;
164673;USD;11,127573890;51,165058880;;Sömmerda;
162974;USDF;11,155356850;50,627382980;;Sitzend-Unterw;
165852;USE;10,520583920;51,171599490;;Seebach(Kr Mühl);
164392;USF;10,987444250;51,163127990;;Straußfurt;
284224;WJK;13,937554620;53,603033210;;Jatznick;
282533;WJT;13,749528170;52,980324720;;Joachimsthal;
270165;WK;11,466701890;53,766710160;;Bad Kleinen;
271155;WKAR;11,578254110;53,925579060;;Kalsow;
284281;WKB;13,622436830;53,923593930;;Klein Bünzow;
108717;TGRW;8,460239360;48,475386650;;Grünt-Wittlensw;
293928;TGT;8,909837695;48,641687270;;Gärtringen;
293274;TGU;;;;Gültstein;
290858;TGW;9,821870509;48,630703630;;Geislingen West;
296293;TH;9,207697090;49,143084970;;Heilbronn Hbf;
909696;TH  E;;;;Heilbr-Kanalbr;
296319;TH  G;9,196823475;49,135150260;;Heilbronn Gbf;
231720;LDL;12,345692440;51,524493580;;Delitzsch unt Bf;
34462;BLD;13,160341410;52,090568270;;Luckenwalde;
34496;BJUE;13,054118156;51,997564862;;Jüterbog;
34413;BLF;13,267509341;52,298966012;;Ludwigsfelde;
34355;BBGN;13,275604248;52,326999389;;Birkengrund;
34405;BGSB;13,284805000;52,351115000;;Großbeeren;
34371;BTL;13,299827430;52,388493520;;Teltow;
231480;LBT;12,316940020;51,622896380;;Bitterfeld;
108963;UE  P;11,038159133;50,972264887;;Erfurt Pbf;
264507;NDG;12,949833350;48,839436120;;Deggendorf Hbf;
264515;NDH;12,966627090;48,823383710;;Deggendorf Hafen;
225870;NDHF;11,097643540;49,447951510;;Nür-Dürrenhof;
229021;NDI;9,638766220;50,176531530;;Dittenbrunn;
225565;NDIE;9,838415555;50,128712680;;Diebach;
266221;NDIW;12,091164950;49,214325510;;Maxhütte-H D W;
225110;NDM;10,523041470;49,547644000;;Dottenheim;
263004;NDN;11,914906360;49,041631380;;Deuerling;
228056;NDOE;10,997236580;50,282579890;;Dörfles-Esbach;
226522;NDP;9,382701052;49,779163070;;Dorfprozelten;
225102;NDT;10,543081310;49,556877370;;Dietersheim;
221036;NDTH;11,117383200;49,436961840;;Nür-Dutzendt Hp;
722645;NEB;10,796709300;50,094207370;;Ebern Hp;
224675;NEBH;10,138009450;50,131059450;;Ebenhausen(Ufr);
221481;NEBM;;;;Ebermannstadt;
228122;NEC;11,065426480;50,222982070;;Ebersdorf (Cobg);
224121;NEE;10,668975550;49,982861870;;Ebelsbach-Eltm;
206573;MFHB;11,764172550;48,352096310;;Flh Mü Besucherp;
21048;MFHD;10,502331020;48,384583020;;Freihalden;
110106;FERB;8,094655294;50,023272220;;Erbach (Rhg);
53132;FERH;8,731524133;50,979266600;;Ernsthsn(Frknbg);
218578;FERN;8,989978331;49,669545120;;Erbach Nord;
114140;FERO;8,989770640;49,656763570;;Erbach (Odenw);
178343;FERU;7,887257120;50,613074540;;Enspel Uhrmacher;
195388;FERW;7,900643716;50,632156550;;Nistertal-B Mbg;
111278;FES;8,561521395;50,143297020;;Eschborn;
107016;FESG;9,994754710;51,188517840;;Eschw Süd DB-Gr;
111351;FESS;8,578641869;50,133508620;;Eschborn Süd;
112839;FEZ;8,650756990;49,950656030;;Erzhausen;
113969;FEZL;8,891165134;50,390713760;;Echzell;
